text,n
"'Not enough evidence' to reopen schools across UK yet, experts warn https://t.co/06J6Ld1ifu",2
"""Coronavirus (COVID-19): framework for decision making"" was published today. It includes possible changes &amp; options about: staying at home, visiting other households, resuming care/support, businesses &amp; schools. @ScotGov want your ideas &amp; comments. 
More: 
https://t.co/uSLs8HllIy",2
"Local authorities brace for a surge in child protection referrals when schools re-open again 

https://t.co/C3h2p8WRXv",2
"Live updates: No date set for reopening Northern Ireland's schools, says Education Minister Weir #coronavirus #COVID19 
https://t.co/NQ6LchlpU4 https://t.co/szCg8nYCWx",2
"Free laptop scheme allocations fall short | Schools Week https://t.co/GIjWcCCvP6 &lt; ""leaders say conflicting messages from the government have left them fending off demands from desperate parents"". Compare &amp; contrast with the successful Home Access Programme a decade ago! https://t.co/JrLiCaxxiC",2
"The #coronavirus has caused significant upheaval for #education, and not just for schools. Here's how @cyphercoders moved its #coding camps online, and how parents and kids are benefiting.
https://t.co/gLiUC6yir1",1
"@bmw1football @gericam1 @NASUWT_NI @utu @INTO_NI @NAHTNInews @tgeducation @_Graham_Gault_ @deputygrocott @Mr_Minchin @HannayJeremy @JustinMcNu1ty @Chris_Lyttle @RobbieButlerMLA @EveningStandard @Education_NI @irishnewsschool Coronavirus scientists warn against reopening schools 

https://t.co/n4R1E4ZCww",1
"Teacher trade unions warn reopening schools on June 1 risks second coronavirus wave

https://t.co/VOq4mU86Wk",1
"Zoom is temporarily lifting the 40-minute time limit on free Basic accounts for schools affected by the Coronavirus. Here’s how to get access for your school.
https://t.co/u4kMYH60sT",1
"#Coronavirus thread 👇

We are sharing a pack of FREE maths activities to support schools and parents during #schoolclosuresuk.
Download it HERE: https://t.co/zvGx9zJNyw

We’ll be adding more resources below, send us any links we could include!

#StaySafeStayHome #MathsAtHome https://t.co/VJjsKEI8RW",1
"Teachers have responded with fury after former schools minister  ⁦@Andrew_Adonis⁩ wrote to Ofsted complaining that ""many schools"" are ""not providing adequate online learning and support"" during the coronavirus crisis. https://t.co/ddRRlb4T0J",1
"@tomboulter @SDavies_History @amanda_spielman Yes, I agree, Tom. I think that trust needs to be a root word for discussion of how perceptions of schools, their teachers and their value in society can regenerate post-coronavirus.",1
"Teacher trade unions warn reopening schools on June 1 risks second coronavirus wave

https://t.co/VOq4mTQvxK",1
"South Korea to reopen schools from next week

https://t.co/NosTBTPTQy https://t.co/7KUCjl4PQU",1
"🔴 Matt Hancock says that the test, track and trace app will be piloted in Isle of Wight starting from tomorrow 

⚕️ Health professionals will first be tested followed by all citizens

All the latest👇
https://t.co/md062e6Qk4",1
"@tnewtondunn So when are we going to hit the 250,000 tests per day target set by @BorisJohnson , the one he set on 19th March? https://t.co/M0XwlB4z0W 

PS including 27,000 tests posted out and no 'tested' included in Hancock figures",1
"""Much more needs to be done to halt the spread of the #coronavirus, but what is apparent is that the only people who will fight to keep our schools safe are the working-class themselves.""

Join us Friday at 7pm for our Education Fightback Forum.
#FiveTests
https://t.co/LQTduf1IMy https://t.co/PSfuy0Hvat",1
"The #studentsunite campaign led by Agata (L6th)and her sister, Alice (OS) has raised £36,478 for @MSF with students across schools/universities uniting to fund urgent medical care in 70 counties. 
Follow @studentsunitefundraiser on Instagram - details 👇
https://t.co/qFbcJjy0tc",1
"Would love @GMB and @PGLTravel to explain
Coronavirus: Schools paying out thousands for cancelled PGL trips https://t.co/xjaf1a1sgM #Schoolsweek via @Schoolsweek",1
A lovely mention in this article on the tes website. ⁦@OfficialHGS⁩ ⁦@TesScotland⁩ it’s amazing to see how adaptable schools across Scotland have been during this uncertain time 👏⭐️👩🏼‍🏫 #itsslc #wecaninsouthlan #teamhgs  https://t.co/c16F51K4Yj,1
"The @CPAGScotland has issued a plea to local authorities to make sure that “no child goes hungry” by switching to cash payments as a replacement for free school meals while schools are shut due to the coronavirus pandemic
https://t.co/A5KI0oIlXB",1
https://t.co/C3h2p8WRXv,1
"“it’s premature to talk about a June return date, the government should be providing evidence about how this can be safe, how many more fatalities would we expect to see amongst school staff and parents and how these can be prevented or minimised.” https://t.co/J2fXfoUFr7",1
https://t.co/Nha2oJyta6,1
"@theipaper: Writing in a report for the Adam Smith Institute, he suggests that businesses divide their workforce into two groups, with each going in to the workplace for four days every fortnight.

https://t.co/zkm2vy4QvH",1
"""The thought of reopening fully is challenging."" 
A member’s view
https://t.co/R8MBq8yd0b
#schools #coronavirus #COVID19 #earlyyears",1
"Support resources for families: 
See our guide of wider agencies, guidance and support for families in the Barnsley area. 

https://t.co/KRxBQ2f3gz",1
‘Across our 14 primary schools we have lost dearly loved relatives and friends’ - why academy trust boss believes schools should remain closed for now https://t.co/D1KmGHGUut,1
"“What role will design play in helping schools to manage a phased post-Covid return of pupils?” asks the AJ’s Richard Waite. @penoyreprasad's @MarkRoweLondon joins the conversation – read the full article in today’s @ArchitectsJrnal: https://t.co/yAIlw7fBlr
@Waitey",1
"""I think the confusion was caused by the way what I said was reported.""
@fmwales disputes claims his statements about schools reopening in June was confusing. https://t.co/wUqq3qma1C https://t.co/cpJiP1m1IG",1
"A Co Monaghan-based construction company has designed a new anti-viral door handle to help prevent the spread of Covid-19 in schools across the country.
https://t.co/HWJLTtNEdG https://t.co/O0kizVQ74s",1
"@marydejevsky Yes, I think you have nailed it Mary! But at least Eton is acknowledging there is a worsening problem regarding education inequality. So many other schools don’t and keep their heads down hoping they will quietly return to business as usual once the coronavirus crisis is over.",1
"💚 Update &amp; roadmap for Ireland just announced. Two more weeks of tight restrictions &amp; schools closed til September.

https://t.co/AXni3lU9vt #LockdownIreland #Lockdownextention",1
"💚“Kindness” is the new theme for #MentalHealthAwarenessWeek, in response to the coronavirus outbreak.💚18 to 24 May 2020.

👉Keep up to date on ways to get involved: https://t.co/HcU7s9gCGv

✔️Read more about why we changed the theme: https://t.co/PffKNk2XiU https://t.co/jOb3isWahl",1
"“The government has a responsibility to have a clear and coherent plan around the reopening of schools which is led by the scientific evidence.”  - @PatrickR_NASUWT 

https://t.co/uBtvkgkBPg",1
"A brief look at some of the issues that must be considered when we return to school such as the wearing of masks, how staff and pupils will be screened for illness, and how to handle social distancing on school buses.

https://t.co/lHFINWAyKG",1
"@lynne_neagle Unimaginably heartbreaking, that poor son &amp; Dad.

I think many schools will need to be prepared for a huge increase in anxiety issues across their communities. Colleague Headteacher shared that two more of his pupils lost grandparents to coronavirus last week.",1
https://t.co/sxsEglmr9R,1
"""Fearful Britons remain strongly opposed to lifting coronavirus lockdown"" https://t.co/ll8VkLwW3K ""views among the public over what to do about the lockdown seemed to differ from those at Westminster""",1
"📢 Coronavirus update

Thanks to all our people who are working hard to keep the taps running to homes, hospitals, businesses and schools.

If you do see us, please help protect us by not approaching – 👍👏🖖🤘🤙🖐️ from a safe distance https://t.co/JTo0UBXOKG",1
"""We will need to adjust as a society to safe new ways to work to travel, to interact and to go about our daily lives.” - Dominic Raab  https://t.co/izPwqyFnla https://t.co/HydKsgpb2e",1
"Thank you to the teachers and staff in schools across the country this morning - you are part of our vital front line in the fight against coronavirus.

Help schools to focus on the children who need a place most, and keep your kids at home if you can.

#StayHomeSaveLives https://t.co/Zp4lHO7gSH",1
මැයි 11 පාසල් යළි විවෘත කිරීමට හැකි වෙයි ද? Will it be possible to re-open in schools in Sri Lanka on 11th May ? කියවන්න - https://t.co/pofrxqPOtg #education #SriLanka #Coronavirus,1
"URGENT: Parent questionnaire on the DFE website: not v.widely publicised &amp; the closing time is THIS MORNING 4th May at 9AM! Results will be shared with GOVERNMENT this week to help inform decisions re #schools reopening from #LOCKDOWN (eg pre-vaccine?)...
https://t.co/zYtpk4zsu0",1
"Worth a read

""A post-coronavirus, National Planning Policy Framework to reflect the vision for 20-min neighbourhoods, where schools, shops, recreation &amp; work are on your doorstep, streets prioritise people not cars, &amp; air pollution is a thing of the past"" https://t.co/4vCNZ3Wjwm",1
5/5/20: New DfE guidance on critical workers who can access schools or educational settings and 2 updates on remote education and travel advice for schools: https://t.co/0fC9wp8paW,1
"This highlights why free school meal voucher funding should be available to schools as well as supermarkets. A simple change like that could make a big difference.

'BBC News - Coronavirus: 'Humiliation' as school meal vouchers fail at till' https://t.co/2nOxloMrrJ",1
This is a very interesting piece. A view shared by my good lady. Can schools be better and learn from this time?                    Opinion | Distance Learning Is Better - The New York Times https://t.co/yIDAeqLWqL,1
"#coronavirusuk: @DominicRaab says it would not be safe to reopen all schools.

@chrisdysonHT
@PaulGarvey4
@Headteacherchat 

@AlisonMPeacock 

@MaryBoustedNEU 
@cyclingkev
@PaulWhiteman6 
@RealGeoffBarton
@PatrickR_NASUWT

https://t.co/p62a6uHNWe",1
"'Classical 100' – a resource of 100 great recordings, inspiring activities and fascinating information about pieces (originally only available to primary schools) is now free for all families at home during the coronavirus crisis. Find out more here 👇 https://t.co/I7WQzhepzs",1
"We have new guidance on how local authorities can use their dedicated schools grant (DSG) funding differently in exceptional circumstances during the #coronavirus outbreak.

Read the full guidance here: https://t.co/JNJeS3Jneb https://t.co/YVMADxjHl1",1
"We have free online children's recycling resources, now tailored for at home teaching during the Coronavirus outbreak.

Visit our dedicated children's resource web page for more information: https://t.co/wrIVs3ZZMV #Recycle #LoveMK https://t.co/dxD1og6MwS",1
"We have also added a new section to our Sensory Impairment and Physical Difficulties page focusing on ""Communication to Aid Routine"".

This page also includes a variety of free downloadable resources. 

For more information: https://t.co/NtWteGFFjA https://t.co/FnzJVwYKhm",1
"We have a growing bank of free #STEM resources in our toolkit for #families
If you’re at home with your kids in the coming weeks you’ll find experiments, activities, videos + child friendly info to help your kids understand #coronavirus 🦠🧰#remotelearning #science #parents https://t.co/TNvj2v96pb",1
This will make a big difference to children’s morale.  https://t.co/Hlbzqg5Aes,1
We cannot make plans for the phased return of schools until we know exactly why they are being re-opened &amp; until we find solutions to four key challenges that are at risk of being overlooked. Headteacher Dr Robin Bevan writes in SecEd https://t.co/bY5jCKqHBk #coronavirusuk,1
We cannot make plans for the phased return of schools until we know exactly why they are being re-opened &amp; until we find solutions to four key challenges that are at risk of being overlooked. Headteacher Dr Robin Bevan writes in SecEd https://t.co/bY5jCKIiZU #coronavirusuk,1
"@CarolynEyre @Inkjetlakes1 @Andrew_Adonis @ChildrensComm @SWGfL_Official @educationgovuk As Carolyn says, lots of safeguarding advice - ours at https://t.co/SaLOtP5Wzk. As for celebrating the amazing schools already remote teaching successfully, check https://t.co/R4wkkvtGGJ for the project @LGfL is working on w @educationgovuk @EdnFoundation @sheffhallamuni",1
"To support schools during the Coronavirus crisis, we are offering a series of free webinars addressing the issues affecting schools at this time.

Sign up here:
https://t.co/iT1cQu2MZb https://t.co/st49dNpajK",1
"To the politicians and commentators who argue schools should reopen because #lockdown is widening the attainment gap, @MaryBoustedNEU asks: where was their concern for the austerity measures that created these conditions in the first place?
https://t.co/Po8QclgHmx",1
"20 Mar 2020 UK schools close because of Coronavirus;
23 Mar 2020 Thousands begin home schooling;
24 Mar 2020 Growing calls to bring back the cane.",1
"#coronavirus 

Italy: Complete lockdown
Spain: National emergency
Denmark: Lockdown
US: Travel ban, schools shut, national emergency
Czech Republic: Bans foreigners
France: Closes schools
Germany: Over 3,000 cases

The UK:  https://t.co/m8WaXRmFhb",1
"We call on local services to work together to identify families previously unknown to them who may be experiencing new or heightened problems as a result of the #coronavirus crisis. Health visiting, early years and schools are key to an effective response. https://t.co/M8SBjHGNT3 https://t.co/lAB02SAQke",1
"Together, health, schools, social care, voluntary and community services have created a guide on mental health and wellbeing support for children and young people in the Wakefield district during the coronavirus pandemic: https://t.co/lU1Aun5mAv #StillHereToHelp #WakefieldCares",1
"We are working with @Google as part of a fully-funded initiative by the @educationgovuk to support schools during this time. 

To find out more, please email us at google@eduthing.co.uk

#edtech #education #coronavirus #selfisolation #workingfromhome #training #schools #google https://t.co/E9nbOAC1Mt",1
.@rolandrathelot of @warwickecon joins us on 13 May for a special #appliedeconomics seminar on 'Job search in the time of Covid-19' https://t.co/VJ2DrutFMo #ASBSresearch #economics #coronavirus #covid19 #jobsearch #onlineseminar cc: @michelebattisti @TheoKoutmeridis  (4/6) https://t.co/GfkWzcEJlG,1
"Trade unions warn against premature reopening of schools as part of the government’s #coronavirus exit strategy.

Read more from @NASUWT, @NEUnion, @UCU and others:
https://t.co/lJ5uXB4Spp",1
".@VoiceGenSec has written to the Education Secretary: ""Before schools, colleges and nurseries can fully reopen, there are many issues that must be addressed, not least the safety of pupils, staff, and their families.... https://t.co/Qvf3eqUc91 https://t.co/j9G9he8hlr",1
"We are extremely worried about vulnerable children in households where there is abuse - they should not be abandoned in crisis. Social services, schools, police &amp; other organisations shd be working together to ensure home visits &amp; face to face contact
https://t.co/UVOFBaMS8r",1
Two-metre rule being reviewed amid hope relaxed restrictions could allow schools to reopen https://t.co/5YgeyeZ2xC,1
'Too early' to reopen schools as coronavirus spread among children largely unknown https://t.co/C3Kb4wLp4V https://t.co/EVouIopMYc,1
"UK 'rising to a challenge we have never seen in our lifetime,"" says Boris Johnson as he reveals plan to say more on economy, schools returns and workplaces next week. Updates:
https://t.co/shlY7PpWvL",1
"*New research alert* Members, we have just released the 3rd report on the impact of coronavirus on school spending. Download here https://t.co/We6Aj6BCkK",1
Updates as FM says when Welsh schools could reopen: #coronavirus #coronavirusuk https://t.co/3viC009cm6,1
"Ulster University researchers are seeking parental views of children from primary, post-primary and special schools across Northern Ireland on their experience of supporting their children’s learning during the #coronavirus pandemic.

https://t.co/GBXDZmjdoe",1
"UK coronavirus: Raab says it would not be safe to reopen all schools; official death toll rises to 29,427 https://t.co/tNN7wSGOeh",1
"@David__Osland @SimonWPatterson Source video for that 250,000 test pledge is here https://t.co/M0XwlB4z0W",1
These are serious matters that need sober minds and sober interventions https://t.co/q6qvl09au7,1
"Worried punters do NOT want lockdown lifted as just one in five back reopening schools &amp; pubs

https://t.co/tvU8lgV2w9 https://t.co/XhzSEua8lv",1
"The deadline is Monday (tomorrow) 9am. 
During this ‘new normal’ we want your vision for our young people in our care heard. Please do take the time to complete it.

Yours sincerely the federation of Towers schools
#staysafeteam towers 

https://t.co/5nDIkLSxyL",1
The @NSPCC has a range of fantastic resources to support schools during this challenging time and we're delighted to have partnered with @NSPCCLearning to create a safeguarding resource for school governors and trustees. Take a look https://t.co/erajXvxY2q,1
"#Coronavirus: No date for schools to reopen, says Peter Weir 

https://t.co/gxp94TczIn",1
"With the end of the lockdown in sight, France is thinking of reopening schools in a different way...why not teaching outdoor when students have been indoor for so long! An interesting article in the newspaper Le Monde...
https://t.co/NQwqvffQQs https://t.co/SBqGtajoU4",1
"@SkyNews Child infection rate hits hopes of schools opening.

From The Times newspaper.

#BorisJohnson #World #UK 

#coronavirus disease 2019 (COVID-19) https://t.co/T8rmwBhHS9",1
#Coronavirus: Ofsted chief Amanda Spielman calls for primary schools to reopen 'as soon as possible' https://t.co/6CK1REPGJn,1
"With #covid_19 homes have multiplied their uses becoming our offices, our nurseries, our schools, our vegetable plots and our conference centres. We are experiencing both fragility of our infrastructure and resilience of our space. How to evolve from #coronavirus? #architecture https://t.co/5wCoYMqPmd",1
"@SecEd_Education has published a range of best practice articles to support schools, families &amp; pupils during #coronavirus outbreak &amp; #homeschoolinguk – all free to access. https://t.co/6UNkWJSGq5 #schoolclosuresuk",1
"Why, with all the speculation regarding schools opening, is the argument always that children are much less affected by #coronavirus?! What👏🏼about👏🏼the👏🏼staff?!",1
"@PhysicsAndy @ModernCassie In Germany schools opened to year 13 only for students doing Abitur (A levels) this term. Distancing, masks, few students per room. On the second day it was found that a parent of one boy had coronavirus. The whole school closed again with no date to reopen.",1
"The SQA has confirmed that a schools' past exam results WILL affect the grades handed out to this year's students, directly contracting what John Swinney told @BBCRadioScot  on Tuesday. Some predicted a C are also likely to be awarded a fail instead.
https://t.co/PFRBIy5zEy",1
"Why are some people in such a rush to re-open #schools? 

Coronavirus: School opening options being considering by DfE revealed | Tes https://t.co/jep786KMZ2",1
@MattHancock wouldn’t feel comfortable being in a crowded room yet. I hope this is remembered when an announcement is made about schools with our class sizes of ~30! @BorisJohnson @GavinWilliamson #coronaconnectEd500 #edutwitter #DailyBriefinguk #COVIDー19 #coronavirus,1
"While we are doing all we can to support the wellbeing of our young people during the school closures, we must not forget our teachers. From financial grants to mental health support, @EdSupportUK advise SecEd readers : https://t.co/ceGnEWzkIH #schoolclosureuk #mentalhealth",1
"The children left behind as schools go digital | @hannaheboland https://t.co/7qCtTQ8vMC
#coronavirus #education https://t.co/s6lJdSf49w",1
"The fantastic efforts of parents and teachers while schools are closed has been hailed by the Council Leader.
https://t.co/wo3RHf8arO",1
"We’re providing short-term HR and Payroll contracts to support Schools and Trusts facing disruption due to Coronavirus.

Our flexible solutions provide support and immediate results – without the long-term commitment.

Find out more: https://t.co/9YeEdoyIQ0

#EPM #Schools https://t.co/jKZ7Ng4KUj",1
@LTDAForum Yes - we are hearing about delays with the voucher system - really worrying - more information here - https://t.co/aPlty1yJ6e,1
The procedure for processing placing requests and appeals has been amended as a result of the coronavirus pandemic. The main change is to extend the deadline for responding to requests from 30 April to 31 May. Read full details👉https://t.co/YlyACvLlkS https://t.co/8e95Qntf1O,1
"Where do Coronavirus and Climate Change intersect?

Millions of people working from home, schools shut down and hospitals overwhelmed. 
Ozone hole above the Arctic has actually been caused by COLD weather, say scientists after high-altitude aircraft survey. DM to #Sumbit_Abstract https://t.co/TQkLSl48ck",1
The social welfare role played by schools can no longer be ignored https://t.co/MmzUETWi3O,1
#Coronavirus: scientists caution against reopening schools https://t.co/z4Fj8Rmwl2,1
"@HeadteacherNews has published a range of best practice articles to support schools, families &amp; pupils during #coronavirus outbreak &amp; #homeschoolinguk – all free to access. https://t.co/DHoKaZOuf5 #schoolclosuresuk",1
"When schools open do we, for once, need to learn from the experience of other countries? #ReturnIssues How To Reopen Closed Schools Amid Coronavirus : NPR https://t.co/djkOScxdl8",1
"There are concerns that despite measures, ""children still touch each other, cough, sneeze and inevitably pick their noses"" https://t.co/Cx4FCYjah5",1
"#FiveTests only open the schools when five tests have been met and it’s safe, no one needs a second wave of the Coronavirus.   Please sign &amp; RT the petition ⬇️ https://t.co/E4gsU0l8h4",1
"Whats leading governments to these rash decisions of reopening schools and businesses is the panic about their receding economies.Only thing is,death rates will rise again and lockdowns will resume.The world economy is about to experience a recession like no other #coronavirus",1
"@GretaThunberg The schools are mostly closed, dear; so there is no striking to be done! Worried about a recent lack of attention, are we? Bigger issues at the moment, so do pipe down. #pipedown #schoolclosures #GretaThunberg #climate #COVID19 #coronavirus #pandemic https://t.co/DOPwO99bcX",1
"There are concerns that despite measures, ""children still touch each other, cough, sneeze and inevitably pick their noses"" https://t.co/sD54fRKDaO",1
"#Schools across #England will reopen in phases, says #education secretary https://t.co/6B52hyGWwF https://t.co/lYCxyrJ3pc",1
#SingEducation #StrongSchools 📰 Coronavirus: scientists caution against reopening #schools. Study finds children may be as infectious as adults – but @Unicef warns closures put #vulnerable #pupils at risk https://t.co/qDQ1navlmG via @guardian #news ##education #learning https://t.co/VDSbEUqlDS,1
#Coronavirus: Social workers brace for a surge in child protection referrals when schools re-open https://t.co/56LuNadWqI,1
"Exams cancelled and schools closed, just two of the many impacts of the Coronavirus on the Scottish education system. We hear from a Headteacher, students and the @EISUnion. Deputy FM &amp; Education Secretary @JohnSwinney join us to answer your questions #scotnight. 7.30pm https://t.co/XySDslGQo9",1
"According to @TeachFirst, paying teachers overtime to work in summer schools will be essential to helping disadvantaged children catch up following the school closures
https://t.co/VYM3K79EVh",1
Coronavirus: Teachers' 5 tests for allowing schools to reopen https://t.co/yGrUIGu9zG | TES,1
"Live updates as Boris Johnson takes first PMQs since he recovered from coronavirus
https://t.co/bpt5375IGY https://t.co/c7pR5Hfv0X",1
Live coronavirus updates as health minister Vaughan Gething gives briefing on outbreak in Wales https://t.co/RpnU0fL3Hb https://t.co/tNqxV8gSdZ,1
"Live coronavirus updates as First Minister Mark Drakeford gives briefing on outbreak in Wales
https://t.co/3uUodvlzlv https://t.co/BnoygGK2Xb",1
"Coronavirus: PPE not needed in schools, government insists https://t.co/BQ49H9XuJr | TES",1
"Liking this article from Rebecca Long-Bailey, shadow education secretary, on the need to change the way children are assessed. More of this please! @RLong_Bailey @NEUnion @MoreThanScore @KidsBeKids3May @NewStatesman

https://t.co/57EsvRtnIL",1
Let's not open schools just yet eh? https://t.co/9kqVsrUNmu,1
"Latest instalment of our journals from @LCCLondon students on lockdown.

Mathilda, Hamburg: face masks are mandatory in public transport and shops now and the number of unemployed  is escalating but schools, churches and playgrounds are being reopened.

https://t.co/k75EMIAIaQ",1
Coronavirus: Reopening Scottish schools too early could 'overwhelm' NHS&gt; how and why ?  https://t.co/B3bvWWaARt,1
"Just a reminder that all parents whose children are entitled to a free school meal should have completed the form on the Conwy website:  https://t.co/PORDUHMRK3 

After Friday 8th May, the school will no longer be carrying out a grab and go lunch service.",1
"Join 
@Scarisbrickhall
today for this live event - opportunity for children to find out more about the global fight against the coronavirus @unicef @WHO https://t.co/Cr2mqeIKcl
Please share! 
@EHU_Geo @EHUOutreach @network_sdg @ProfCRobinson
@vicky_duckworth https://t.co/pdzY67EaYZ",1
"It’s okay to feel worried at this uncertain time, remember you are not alone.   

For mental health tips and support still available to you, click here: https://t.co/4YSyaMPvzh  

 Warwickshire is here for you. 

#BestWarwickshire https://t.co/9zk9iWpwah",1
Coronavirus: No guarantee NI schools will reopen in September says Education Minister Peter Weir. https://t.co/8AtWonF5st,1
"It's their priorities which really sets the Herald apart, isn't it? This is the top story. 
https://t.co/NNXC5RiCIe",1
"It's Thank You Thursday! 🌈 How will you be showing your appreciation 👏👏👏 to our incredible key-workers? ❤️

#KeyWorkers #Covid19 #Coronavirus #Education #Schools #ThankYou #NotForProfit #Mutual #MadeInSandwell #StaySafe #Appreciation https://t.co/rsHQ2I1Bo3",1
"Coronavirus: The schools supplying PPE for the front line https://t.co/udqHHz2Sm8

@StMarysHSNewry",1
"It will be interesting to see what happens next....
'The human stuff matters': heads call for a kinder school system post Covid-19 | Schools | The Guardian https://t.co/tnzYneCLyQ",1
Israel to reopen some schools on Sunday if coronavirus curve allows https://t.co/1ZmNbBGGqb,1
"Ireland have announced their 5 part exit strategy for lockdown, makes for an interesting read. Schools closed until September. Bars/Cinemas/social gatherings allowed from mid-August. 

https://t.co/C0YODY3om9",1
Interesting range of case studies demonstrating the innovation and flexibility of teachers and schools. #proudtoteach https://t.co/elhiCZ9O19,1
Interesting article re schools. https://t.co/2Jr6QXkSrL,1
"In this article for Schools Week, Head of our Employment Law Education Team Jane Hallas explains how the question of whether to furlough examiners is complicated by their employment status.

Read more: https://t.co/hnaQIVnYDy

#COVID19 #coronavirus #schools #education #educhat https://t.co/iFVVUIFZvI",1
Coronavirus: scientists caution against reopening schools https://t.co/QO6f7n3H0v via @schoolsimprove,1
Coronavirus: PM says we are “past the peak and on a downhill slope”.  We must meet five tests before relaxing restrictions.  Next week details will be released on steps to reopen schools and how to return to work.,1
Local authorities brace for a surge in child protection referrals when schools re-open again https://t.co/ySJwAWTHzE,1
"In a bid to help independent schools cope with the impact of the #coronavirus pandemic, the Scottish government has delayed the controversial rise in business rates due to be introduced for the sector last month
https://t.co/DlDcHDUYep",1
"NEWS
----------
Britain has the worst death rate in Europe from coronavirus and boris johnson and his cabinet should be arrested and made to answer why this has happened. 
1. Not enough PPE
2. Not enough testing
3. Did not act quickly enough to lockdown work and schools.",1
"No offence intended schools but isn't it better than losses of lives?

Coronavirus: Schools face losses for cancelled trips
https://t.co/4LrUrch6Kf",1
"No more clarity on when Scottish schools will reopen at today's Scottish Government briefing:
https://t.co/So7NfAVt18",1
"Coronavirus: Don’t open schools too early, say 1m teachers | Tes  https://t.co/nkVgmgGhYT",1
Coronavirus: Education secretary cannot give date for when UK schools will reopen - but says it will have to be 'phased' https://t.co/7dTecG73PB,1
New contact tracing app is launched https://t.co/YQX5g6qXg2 https://t.co/5AxH0ewObK,1
Coronavirus: Education secretary says he expects schools to reopen 'in a phased manner' https://t.co/mT39rVVYwU,1
"NSPCC Learning are doing all we can to ensure that professionals have all the information they need to keep children safe at this difficult time. The latest advice is for school governors, on how to ensure safeguarding remains central to a schools’ work. https://t.co/OIOkwDSqPt",1
NJ schools closed for rest of the school year due to coronavirus crisis https://t.co/q6uQvBLaJ9,1
"Coronavirus: Government must say why it wants to reopen schools, say heads | Schools Week https://t.co/S0oM41sEjE &lt; a day when we have seen increased questioning of govt, and demands for greater openness and transparency about policy decisions https://t.co/I55U2VuGLf",1
"NHS staff have called for schools to remain closed until widespread testing for Covid-19 is in place
https://t.co/LGLcNnhFOb",1
Mosques &amp; schools to reopen in Iran's low-risk areas as Rouhani's government eses coronavirus restrictions https://t.co/JTNer6ocxT,1
"Looking forward to the webinar this afternoon! Any schools considering/delivering streamed live lessons please read the advice below, and visit https://t.co/78tyPT8Yfh for further advice. https://t.co/pS61P348Ct https://t.co/hgf7QZjUov",1
Mosques &amp; schools set to reopen in Iran's low-risk areas as Hassan Rouhani's government eses coronavirus restrictions https://t.co/JTNer6ocxT,1
"Coronavirus: Lack of PPE and staff could make reopening schools hard, say heads https://t.co/YoykMEETdD | TES",1
"Many reports today of the re-opening of primary school in June but little provided about how this can be safe. Will this be a repeat of NHS fatalities but within the school system? 

Coronavirus: scientists caution against reopening schools https://t.co/1V1A380HQO",1
"Coronavirus: NHS workers call for schools to stay closed | Tes 
Thousands of NHS staff sign open letter calling for schools to stay shut until stringent safety measures are in place ⁦@NEUnion⁩ ⁦@cyclingkev⁩ #fivetests  https://t.co/y6w9KMOlUV",1
Coronavirus: NHS workers call for schools to stay closed | Tes https://t.co/yhS2avNp66,1
"Man Utd donate £300k to local schools in continued coronavirus battle
https://t.co/oBhRhRoXmQ https://t.co/E0FvHwgCVT",1
Coronavirus: No date for when schools will reopen https://t.co/iZVKDF0aKV,1
"Making schools reopen is far too risky, says Rabb
A blanket reopening of schools next month would risk a deadly second wave of #coronavirus @DominicRaab  warned last night 🏫 https://t.co/kKXch3vP1F",1
Make sure you read @warwickmansell blog on parallels between the government's problem with planning for free schools and its current difficulties in the fight against coronavirus 👇 https://t.co/7a2w759uwW,1
"Macron's promised more support for cultural workers, touts a public art commissioning programme and calls on artists to help out in schools https://t.co/ONfn9nATe0 following huge criticism he's not done enough for culture",1
Coronavirus: scientists caution against reopening schools https://t.co/QUAQzS7ppX,1
Coronavirus: scientists caution against reopening schools https://t.co/jnHNlq5ojK,1
Some positive thoughts about teaching in schools - moving forward 'The human stuff matters': heads call for a kinder school system post Covid-19 https://t.co/hQtAgs2iuJ,1
"First Minister Mark Drakeford has suggested he is not in favour of fining parents when schools go back after lockdown

""We need to move by persuasion"", he told today's press conference

https://t.co/3uUodvlzlv https://t.co/6vZCJYgtds",1
"DfE Detailed guide: Get technology support for children and schools during coronavirus (COVID-19) | GOV UK  https://t.co/2UwdNxoRcb &lt; Guidance for local authorities, academy trusts and schools on how to get internet access, digital devices and support to provide remote education https://t.co/pRLeinsaRN",1
"DfE pledges further support for schools during lockdown.

Learn how Microsoft &amp; Google are working together to help schools in this article via @Education Technology 
https://t.co/5h5fxrFhSl 

#edtech #covid19 #coronavirus #rnd #rndtaxreliefe #rndtaxcredits #sussex #manchester https://t.co/aoXkQU7D35",1
"Get My Grades is offering free support to all UK / British international schools looking for an e-learning solution to support them during school closures.

- Online textbook content.
- Realistic questions.
- MIS integration.

Get in touch here: https://t.co/UsDALOdsCF https://t.co/DP9GNCCOEq",1
Digital #news #magazine winging its way to parents at client #school @Hillyfield_E17 Printed copies will be provided as normal when schools reopen #Walthamstow #London #PR #communications #coronavirus,1
